18616161222	AAA	5000	5000	2	199	照片开卡	套餐生效次月	
18621888181	ABAB	1400	1400	1	99	照片开卡	套餐生效次月	
18621888686	ABAB	1400	1400	1	99	照片开卡	套餐生效次月	
18516661818	ABAB	1400	1400	1	99	照片开卡	套餐生效次月	
18516661155	AABB	1400	1400	1	99	照片开卡	套餐生效次月	
18616111133	AABB	1400	1400	1	99	照片开卡	套餐生效次月	
18516111155	AABB	1400	1400	1	99	照片开卡	套餐生效次月	
18616117766	AABB	1400	1400	1	99	照片开卡	套餐生效次月	
18616122266	AABB	1400	1400	1	99	照片开卡	套餐生效次月	
18616883636	ABAB	1400	1400	1	99	照片开卡	套餐生效次月	
18616881155	AABB	1400	1400	1	99	照片开卡	套餐生效次月	
18616162211	AABB	1400	1400	1	99	照片开卡	套餐生效次月	
18616612266	AABB	1400	1400	1	99	照片开卡	套餐生效次月	
18616812266	AABB	1400	1400	1	99	照片开卡	套餐生效次月	
18616815566	AABB	1400	1400	1	99	照片开卡	套餐生效次月	
18616881515	ABAB	1400	1400	1	99	照片开卡	套餐生效次月	
18616882121	ABAB	1400	1400	1	99	照片开卡	套餐生效次月	
18616882211	AABB	1400	1400	1	99	照片开卡	套餐生效次月	
18616887171	ABAB	1400	1400	1	99	照片开卡	套餐生效次月	
18616981166	AABB	1400	1400	1	99	照片开卡	套餐生效次月	
18621162266	AABB	1400	1400	1	99	照片开卡	套餐生效次月	
18621261166	AABB	1400	1400	1	99	照片开卡	套餐生效次月	
18621281166	AABB	1400	1400	1	99	照片开卡	套餐生效次月	
18621282266	AABB	1400	1400	1	99	照片开卡	套餐生效次月	
18621861166	AABB	1400	1400	1	99	照片开卡	套餐生效次月	
18621612226	AAAB	200	200	0	19	照片开卡	套餐生效次月	
18621162221	AAAB	200	200	0	19	照片开卡	套餐生效次月	
18616281211	生日号	200	200	0	19	照片开卡	套餐生效次月	
18616918981	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621611266	ABBCBB	200	200	0	19	照片开卡	套餐生效次月	
18616981896	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621816266	AA	200	200	0	19	照片开卡	套餐生效次月	
18621628266	AA	200	200	0	19	照片开卡	套餐生效次月	
18616381138	无规则	200	200	0	19	照片开卡	套餐生效次月	
18616981816	无规则	200	200	0	19	照片开卡	套餐生效次月	
18616996918	无规则	200	200	0	19	照片开卡	套餐生效次月	
18616981619	无规则	200	200	0	19	照片开卡	套餐生效次月	
18616884144	AA	200	200	0	19	照片开卡	套餐生效次月	
18616884611	AA	200	200	0	19	照片开卡	套餐生效次月	
18616884644	AA	200	200	0	19	照片开卡	套餐生效次月	
18616881844	AA	200	200	0	19	照片开卡	套餐生效次月	
18616281611	AA	200	200	0	19	照片开卡	套餐生效次月	
18621621622	AA	200	200	0	19	照片开卡	套餐生效次月	
18621661811	AA	200	200	0	19	照片开卡	套餐生效次月	
18621621822	AA	200	200	0	19	照片开卡	套餐生效次月	
18621612611	AA	200	200	0	19	照片开卡	套餐生效次月	
18621612622	AA	200	200	0	19	照片开卡	套餐生效次月	
18621662811	AA	200	200	0	19	照片开卡	套餐生效次月	
18621812822	AA	200	200	0	19	照片开卡	套餐生效次月	
18616313833	AA	200	200	0	19	照片开卡	套餐生效次月	
18621616122	AA	200	200	0	19	照片开卡	套餐生效次月	
18621686211	AA	200	200	0	19	照片开卡	套餐生效次月	
18621686811	AA	200	200	0	19	照片开卡	套餐生效次月	
18621628122	AA	200	200	0	19	照片开卡	套餐生效次月	
18616218611	AA	200	200	0	19	照片开卡	套餐生效次月	
18621618611	AA	200	200	0	19	照片开卡	套餐生效次月	
18621668611	AA	200	200	0	19	照片开卡	套餐生效次月	
18621881162	无规则	200	200	0	19	照片开卡	套餐生效次月	
18616981169	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621661181	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621661182	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621881262	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621611268	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621661282	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621881282	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621661286	无规则	200	200	0	19	照片开卡	套餐生效次月	
18516661565	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621661612	无规则	200	200	0	19	照片开卡	套餐生效次月	
18516661651	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621881682	无规则	200	200	0	19	照片开卡	套餐生效次月	
18616261812	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621661812	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621661821	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621661861	无规则	200	200	0	19	照片开卡	套餐生效次月	
18616981891	无规则	200	200	0	19	照片开卡	套餐生效次月	
18616981916	无规则	200	200	0	19	照片开卡	套餐生效次月	
18616262126	无规则	200	200	0	19	照片开卡	套餐生效次月	
18616882162	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621662181	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621612218	无规则	200	200	0	19	照片开卡	套餐生效次月	
18616883116	无规则	200	200	0	19	照片开卡	套餐生效次月	
18516665165	无规则	200	200	0	19	照片开卡	套餐生效次月	
18616316138	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621666182	无规则	200	200	0	19	照片开卡	套餐生效次月	
18616916198	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621666212	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621666812	无规则	200	200	0	19	照片开卡	套餐生效次月	
18616226821	无规则	200	200	0	19	照片开卡	套餐生效次月	
18616996861	无规则	200	200	0	19	照片开卡	套餐生效次月	
18616887671	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621618128	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621668182	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621618218	无规则	200	200	0	19	照片开卡	套餐生效次月	
18621628218	无规则	200	200	0	19	照片开卡	套餐生效次月	
18616968661	无规则	200	200	0	19	照片开卡	套餐生效次月	
18616998691	无规则	200	200	0	19	照片开卡	套餐生效次月	
18616989161	无规则	200	200	0	19	照片开卡	套餐生效次月	
18616989681	无规则	200	200	0	19	照片开卡	套餐生效次月	
